username,film_title,rating
ingridgoeswest,split-2016,4.0
ingridgoeswest,possession,5.0
ingridgoeswest,the-400-blows,5.0
ingridgoeswest,damsels-in-distress,2.0
ingridgoeswest,from-justin-to-kelly,0.5
ingridgoeswest,white-dog,4.0
ingridgoeswest,silence,4.5
ingridgoeswest,lily-the-snowman,1.5
ingridgoeswest,a-balloon-for-ben,1.0
ingridgoeswest,final-destination-3,2.5
ingridgoeswest,the-house-of-the-devil,4.0
ingridgoeswest,wiener-dog,4.0
ingridgoeswest,gods-not-dead-2,0.5
ingridgoeswest,the-lure,3.5
ingridgoeswest,her-story,3.5
ingridgoeswest,paterson,5.0
ingridgoeswest,gods-not-dead,0.5
ingridgoeswest,heaven-is-for-real,0.5
ingridgoeswest,hostel,3.0
ingridgoeswest,next-floor,4.0
ingridgoeswest,polytechnique,4.5
ingridgoeswest,i-killed-my-mother,4.0
ingridgoeswest,meet-the-blacks,0.5
ingridgoeswest,elle,2.5
ingridgoeswest,nerve-2016,2.5
ingridgoeswest,hidden-figures,3.5
ingridgoeswest,yearbook-2014,4.5
ingridgoeswest,enemy,4.5
ingridgoeswest,palo-alto,3.5
ingridgoeswest,first-girl-i-loved,4.0
ingridgoeswest,max-steel,0.5
ingridgoeswest,capote,4.5
ingridgoeswest,always-shine,4.0
ingridgoeswest,yoga-hosers,1.5
ingridgoeswest,mistress-america,4.5
ingridgoeswest,sing-2016,0.5
ingridgoeswest,norm-of-the-north,0.5
ingridgoeswest,rogue-one-a-star-wars-story,1.0
ingridgoeswest,shame-2011,4.5
ingridgoeswest,drag-me-to-hell,4.0
ingridgoeswest,roman-holiday,4.0
ingridgoeswest,stage-fright-2014,4.0
ingridgoeswest,casablanca,5.0
ingridgoeswest,sully,3.5
ingridgoeswest,your-name,3.5
ingridgoeswest,traffic,3.5
ingridgoeswest,guy-and-madeline-on-a-park-bench,2.5
ingridgoeswest,fences-2016,2.0
ingridgoeswest,sicario-2015,4.0
ingridgoeswest,the-life-aquatic-with-steve-zissou,3.5
ingridgoeswest,jackie-2016,4.5
ingridgoeswest,the-boy-next-door-2015,1.0
ingridgoeswest,batman-v-superman-dawn-of-justice,3.0
ingridgoeswest,blue-jasmine,4.0
ingridgoeswest,nine-lives-2016,1.0
ingridgoeswest,singin-in-the-rain,5.0
ingridgoeswest,in-bruges,4.0
ingridgoeswest,mud,4.5
ingridgoeswest,manchester-by-the-sea,4.5
ingridgoeswest,hacksaw-ridge,2.5
ingridgoeswest,la-la-land,5.0
ingridgoeswest,v-h-s-viral,0.5
ingridgoeswest,american-honey,4.0
ingridgoeswest,to-die-for,3.5
ingridgoeswest,cache,3.0
ingridgoeswest,the-master-2012,5.0
ingridgoeswest,loving-2016,4.5
ingridgoeswest,other-people,2.5
ingridgoeswest,inherent-vice,4.5
ingridgoeswest,my-josephine,4.0
ingridgoeswest,electrocuting-an-elephant,1.0
ingridgoeswest,v-h-s-2,1.5
ingridgoeswest,take-shelter,5.0
ingridgoeswest,inner-workings,2.5
ingridgoeswest,moana-2016,4.0
ingridgoeswest,nocturnal-animals,2.0
ingridgoeswest,the-hunt-2012,4.5
ingridgoeswest,we-need-to-talk-about-kevin,3.5
ingridgoeswest,the-water-horse,0.5
ingridgoeswest,life-itself,4.0
ingridgoeswest,snowpiercer,4.5
ingridgoeswest,take-this-waltz,1.0
ingridgoeswest,wet-hot-american-summer,4.0
ingridgoeswest,the-hunting-ground-2015,3.5
ingridgoeswest,a-single-man,4.5
ingridgoeswest,twinsters,4.0
ingridgoeswest,gandhi,2.0
ingridgoeswest,blade-runner,5.0
ingridgoeswest,the-houses-october-built,1.5
ingridgoeswest,gentlemen-prefer-blondes,3.5
ingridgoeswest,side-effects-2013,2.5
ingridgoeswest,the-overnight,4.0
ingridgoeswest,the-girl-in-the-photographs,1.0
ingridgoeswest,oldboy,1.5
ingridgoeswest,barbie-in-the-nutcracker,4.0
ingridgoeswest,barbie-and-the-magic-of-pegasus,4.5
ingridgoeswest,there-will-be-blood,5.0
ingridgoeswest,homefront,2.5
ingridgoeswest,batman-returns,4.0
ingridgoeswest,barbie-in-the-12-dancing-princesses,4.5
ingridgoeswest,barbie-as-the-princess-and-the-pauper,4.5
ingridgoeswest,mysterious-skin,5.0
ingridgoeswest,contracted,1.5
ingridgoeswest,gnomeo-juliet,1.5
ingridgoeswest,the-wizard-of-oz-1939,4.0
ingridgoeswest,mommy-2014,4.5
ingridgoeswest,3-2003-1,4.0
ingridgoeswest,the-little-rascals,4.0
ingridgoeswest,harry-potter-and-the-chamber-of-secrets,3.5
ingridgoeswest,popstar-never-stop-never-stopping,5.0
ingridgoeswest,creep-2014,4.0
ingridgoeswest,superman,3.0
ingridgoeswest,the-woman-in-black-2012,4.0
ingridgoeswest,shrek-forever-after,2.5
ingridgoeswest,ghost-world,3.5
ingridgoeswest,sleeping-beauty-2011,2.0
ingridgoeswest,rushmore,4.5
ingridgoeswest,melancholia,4.0
ingridgoeswest,the-secret-life-of-pets,2.0
ingridgoeswest,my-daughters-disgrace,1.5
ingridgoeswest,my-cousin-vinny,4.0
ingridgoeswest,the-haunting-of-helena,1.5
ingridgoeswest,grown-ups-2,0.5
ingridgoeswest,alvin-and-the-chipmunks,2.5
ingridgoeswest,shrek-the-third,3.0
ingridgoeswest,final-destination,2.5
ingridgoeswest,the-darjeeling-limited,3.5
ingridgoeswest,hotel-chevalier,4.5
ingridgoeswest,madagascar-escape-2-africa,5.0
ingridgoeswest,labyrinth,4.5
ingridgoeswest,bridesmaids,4.0
ingridgoeswest,the-croods,3.0
ingridgoeswest,team-thor,4.0
ingridgoeswest,bolt,4.0
ingridgoeswest,silent-night-2012,2.5
ingridgoeswest,the-ring-2002,4.5
ingridgoeswest,nymphomaniac-volume-ii,3.5
ingridgoeswest,dark-shadows,2.5
ingridgoeswest,toy-story,4.5
ingridgoeswest,toy-story-2,5.0
ingridgoeswest,the-careful-massacre-of-the-bourgeoisie,4.5
ingridgoeswest,transformers-revenge-of-the-fallen,5.0
ingridgoeswest,paper-towns,1.5
ingridgoeswest,piper,4.5
ingridgoeswest,tangled-2010,4.0
ingridgoeswest,perfect-sisters,2.5
ingridgoeswest,diary-of-a-wimpy-kid-dog-days,4.5
ingridgoeswest,diary-of-a-wimpy-kid-rodrick-rules,5.0
ingridgoeswest,obvious-child,4.0
ingridgoeswest,lady-and-the-tramp,4.5
ingridgoeswest,men-in-black,4.0
ingridgoeswest,cyberbully,1.0
ingridgoeswest,blackfish,4.0
ingridgoeswest,funny-games,3.5
ingridgoeswest,national-lampoons-vacation,3.5
ingridgoeswest,air-buddies,4.0
ingridgoeswest,hotel-for-dogs,3.5
ingridgoeswest,spring-breakers,4.5
ingridgoeswest,antz,1.5
ingridgoeswest,earthlings,3.0
ingridgoeswest,space-chimps,1.0
ingridgoeswest,bad-teacher,2.0
ingridgoeswest,the-hitcher-2007,3.0
ingridgoeswest,the-green-hornet,4.0
ingridgoeswest,the-interview-2014,3.5
ingridgoeswest,poohs-heffalump-movie,4.0
ingridgoeswest,megan-is-missing,1.0
ingridgoeswest,childs-play,4.0
ingridgoeswest,skyfall,4.0
ingridgoeswest,the-neon-demon,2.0
ingridgoeswest,because-of-winn-dixie,3.5
ingridgoeswest,a-nightmare-on-elm-street-2010,1.0
ingridgoeswest,children-of-men,5.0
ingridgoeswest,jurassic-world,1.5
ingridgoeswest,the-den,3.5
ingridgoeswest,australian-psycho,4.5
ingridgoeswest,grease,2.0
ingridgoeswest,being-john-malkovich,4.5
ingridgoeswest,the-conjuring,4.5
ingridgoeswest,room-237,3.0
ingridgoeswest,the-amazing-spider-man,3.5
ingridgoeswest,steel-magnolias,4.0
ingridgoeswest,august-osage-county,3.5
ingridgoeswest,unfriended,2.0
ingridgoeswest,transformers,4.0
ingridgoeswest,the-handmaiden,5.0
ingridgoeswest,chicken-little-2005,5.0
ingridgoeswest,jack-and-jill,0.5
ingridgoeswest,mean-girls-2,1.0
ingridgoeswest,mustang-2015,4.5
ingridgoeswest,the-little-mermaid,4.0
ingridgoeswest,sleeping-beauty,4.0
ingridgoeswest,godzilla-2014,3.5
ingridgoeswest,the-odd-life-of-timothy-green,4.0
ingridgoeswest,tangerine,2.0
ingridgoeswest,the-conjuring-2,3.5
ingridgoeswest,dont-breathe-2016,3.5
ingridgoeswest,horton-hears-a-who-2008,5.0
ingridgoeswest,how-the-grinch-stole-christmas-2000,4.5
ingridgoeswest,flushed-away,3.0
ingridgoeswest,bee-movie,3.0
ingridgoeswest,the-princess-and-the-frog,4.0
ingridgoeswest,haunter,3.5
ingridgoeswest,the-animal,0.5
ingridgoeswest,mockingbird-2014,1.5
ingridgoeswest,the-strangers,3.5
ingridgoeswest,lights-out-2016,3.0
ingridgoeswest,friday-the-13th,2.5
ingridgoeswest,mama-2013,3.0
ingridgoeswest,camp-takota,2.5
ingridgoeswest,aquamarine,5.0
ingridgoeswest,twilight-2008,5.0
ingridgoeswest,walle,5.0
ingridgoeswest,mulan,4.5
ingridgoeswest,pitch-perfect,3.5
ingridgoeswest,scream,4.5
ingridgoeswest,bambi,4.0
ingridgoeswest,dolphin-tale-2,2.0
ingridgoeswest,the-purge-anarchy,2.5
ingridgoeswest,san-andreas,2.5
ingridgoeswest,percy-jackson-the-olympians-the-lightning-thief,3.0
ingridgoeswest,evil-dead,5.0
ingridgoeswest,oculus,5.0
ingridgoeswest,shrek-2,4.5
ingridgoeswest,lilo-stitch,4.0
ingridgoeswest,meet-the-robinsons,5.0
ingridgoeswest,a-girl-like-her-2015,2.5
ingridgoeswest,bride-of-chucky,4.0
ingridgoeswest,halloween,3.5
ingridgoeswest,the-incredibles,5.0
ingridgoeswest,despicable-me-2,2.5
ingridgoeswest,wreck-it-ralph,2.5
ingridgoeswest,despicable-me,3.0
ingridgoeswest,rango,4.0
ingridgoeswest,harry-potter-and-the-prisoner-of-azkaban,4.5
ingridgoeswest,the-color-purple,4.0
ingridgoeswest,blue-ruin,2.5
ingridgoeswest,casper,4.0
ingridgoeswest,addams-family-values,4.5
ingridgoeswest,the-addams-family,4.5
ingridgoeswest,mermaids,5.0
ingridgoeswest,the-mummy-1999,3.5
ingridgoeswest,southpaw-2015,3.5
ingridgoeswest,prince-of-persia-the-sands-of-time,2.0
ingridgoeswest,the-boy-in-the-striped-pyjamas,3.0
ingridgoeswest,captain-phillips,4.0
ingridgoeswest,insidious-chapter-2,4.0
ingridgoeswest,alien,4.5
ingridgoeswest,legally-blonde,4.0
ingridgoeswest,jennifers-body,5.0
ingridgoeswest,into-the-wild,4.0
ingridgoeswest,sinister-2,1.5
ingridgoeswest,john-mulaney-the-comeback-kid,5.0
ingridgoeswest,the-hunger-games-mockingjay-part-2,3.5
ingridgoeswest,the-martian,4.0
ingridgoeswest,hush-2016,3.5
ingridgoeswest,girl-interrupted,4.0
ingridgoeswest,kill-bill-vol-2,5.0
ingridgoeswest,pulp-fiction,4.5
ingridgoeswest,harry-potter-and-the-deathly-hallows-part-2,4.0
ingridgoeswest,brooklyn,4.0
ingridgoeswest,marvins-room,3.5
ingridgoeswest,whats-eating-gilbert-grape,4.0
ingridgoeswest,blood-diamond,3.5
ingridgoeswest,catch-me-if-you-can-2002,4.5
ingridgoeswest,the-great-gatsby-2013,4.5
ingridgoeswest,shutter-island,5.0
ingridgoeswest,django-unchained,4.0
ingridgoeswest,indiana-jones-and-the-kingdom-of-the-crystal-skull,3.0
ingridgoeswest,the-aviator,3.0
ingridgoeswest,how-to-train-your-dragon-2,4.0
ingridgoeswest,the-curious-case-of-benjamin-button,3.5
ingridgoeswest,the-evil-dead,3.0
ingridgoeswest,drive-2011,3.5
ingridgoeswest,almost-famous,5.0
ingridgoeswest,the-kids-are-all-right,3.0
ingridgoeswest,the-usual-suspects,3.0
ingridgoeswest,i-love-you-phillip-morris,3.5
ingridgoeswest,the-invitation-2015,4.5
ingridgoeswest,ghostbusters,3.5
ingridgoeswest,spotlight,3.5
ingridgoeswest,it-follows,4.0
ingridgoeswest,avengers-age-of-ultron,1.5
ingridgoeswest,grown-ups,1.0
ingridgoeswest,jaws,4.5
ingridgoeswest,speed-racer,5.0
ingridgoeswest,the-virgin-suicides,4.0
ingridgoeswest,blue-valentine,4.0
ingridgoeswest,memento,4.0
ingridgoeswest,lolita,1.5
ingridgoeswest,psycho,4.5
ingridgoeswest,shorts,0.5
ingridgoeswest,titanic-1997,5.0
ingridgoeswest,the-shining,4.5
ingridgoeswest,whiplash-2014,4.5
ingridgoeswest,the-green-inferno,2.0
ingridgoeswest,pretty-in-pink,2.0
ingridgoeswest,lost-in-translation,3.5
ingridgoeswest,fargo,3.5
ingridgoeswest,the-cat-in-the-hat-2003,3.0
ingridgoeswest,wild,4.5
ingridgoeswest,the-place-beyond-the-pines,4.0
ingridgoeswest,fury-2014,3.5
ingridgoeswest,clueless,5.0
ingridgoeswest,12-years-a-slave,4.0
ingridgoeswest,the-wolf-of-wall-street,5.0
ingridgoeswest,frozen-2013,4.0
ingridgoeswest,the-lovely-bones,3.0
ingridgoeswest,lone-survivor,2.5
ingridgoeswest,batman-forever,4.0
ingridgoeswest,the-dark-knight-rises,4.5
ingridgoeswest,batman-robin,4.5
ingridgoeswest,the-simpsons-movie,5.0
ingridgoeswest,the-shawshank-redemption,3.0
ingridgoeswest,edward-scissorhands,4.0
ingridgoeswest,charlie-and-the-chocolate-factory,4.0
ingridgoeswest,rocky,2.0
ingridgoeswest,creed,4.0
ingridgoeswest,spider-man,4.5
ingridgoeswest,spider-man-2,5.0
ingridgoeswest,the-nightmare-before-christmas,4.0
ingridgoeswest,corpse-bride,3.0
ingridgoeswest,poltergeist,2.5
ingridgoeswest,ghostbusters-ii,3.5
ingridgoeswest,harry-potter-and-the-goblet-of-fire,4.5
ingridgoeswest,primal-fear,4.0
ingridgoeswest,all-the-boys-love-mandy-lane,3.5
ingridgoeswest,american-mary,4.0
ingridgoeswest,hard-candy,4.0
ingridgoeswest,pirates-of-the-caribbean-the-curse-of-the-black-pearl,3.5
ingridgoeswest,a-beautiful-mind,3.0
ingridgoeswest,billy-elliot,4.0
ingridgoeswest,american-history-x,4.0
ingridgoeswest,remember-the-titans,3.5
ingridgoeswest,the-bourne-identity-2002,3.0
ingridgoeswest,the-bourne-supremacy,2.0
ingridgoeswest,the-bourne-ultimatum,3.0
ingridgoeswest,i-am-legend,3.5
ingridgoeswest,the-babadook,3.0
ingridgoeswest,the-silence-of-the-lambs,5.0
ingridgoeswest,all-cheerleaders-die,5.0
ingridgoeswest,the-exorcist,4.5
ingridgoeswest,edge-of-tomorrow,4.0
ingridgoeswest,mission-impossible-rogue-nation,4.0
ingridgoeswest,top-gun,3.0
ingridgoeswest,when-harry-met-sally,5.0
ingridgoeswest,inside-llewyn-davis,4.5
ingridgoeswest,everest-2015,2.5
ingridgoeswest,ant-man,3.5
ingridgoeswest,forrest-gump,1.0
ingridgoeswest,the-help,4.0
ingridgoeswest,dallas-buyers-club,3.0
ingridgoeswest,batman-begins,4.0
ingridgoeswest,trainwreck,3.5
ingridgoeswest,the-orphanage,4.0
ingridgoeswest,saw,5.0
ingridgoeswest,compliance,3.5
ingridgoeswest,zero-dark-thirty,5.0
ingridgoeswest,gravity-2013,3.5
ingridgoeswest,an-american-crime,4.0
ingridgoeswest,dirty-dancing,5.0
ingridgoeswest,the-empire-strikes-back,5.0
ingridgoeswest,the-dark-knight,4.0
ingridgoeswest,captain-america-civil-war,2.5
ingridgoeswest,captain-america-the-winter-soldier,3.5
ingridgoeswest,halloween-1978,4.5
ingridgoeswest,the-hunger-games-catching-fire,4.5
ingridgoeswest,the-jungle-book-2016,2.5
ingridgoeswest,nightcrawler,4.0
ingridgoeswest,big-hero-6,4.0
ingridgoeswest,dear-zachary-a-letter-to-a-son-about-his-father,5.0
ingridgoeswest,underdog,5.0
ingridgoeswest,over-the-hedge,4.0
ingridgoeswest,stuart-little,5.0
ingridgoeswest,et-the-extra-terrestrial,5.0
ingridgoeswest,finding-nemo,5.0
ingridgoeswest,ratatouille,5.0
ingridgoeswest,hercules-1997,5.0
ingridgoeswest,the-spongebob-squarepants-movie,5.0
ingridgoeswest,friday-the-13th-2009,4.0
ingridgoeswest,9,5.0
ingridgoeswest,anastasia-1997,4.5
ingridgoeswest,the-witch-2015,5.0
ingridgoeswest,its-such-a-beautiful-day,4.0
ingridgoeswest,trick-r-treat,5.0
ingridgoeswest,the-basketball-diaries,3.5
ingridgoeswest,inception,5.0
ingridgoeswest,youre-next,4.5
ingridgoeswest,deadpool,3.5
ingridgoeswest,juno,5.0
ingridgoeswest,krampus,4.5
ingridgoeswest,as-above-so-below-2014,4.0
ingridgoeswest,rosemarys-baby,5.0
ingridgoeswest,trainspotting,4.5
ingridgoeswest,the-lobster,4.0
ingridgoeswest,goodnight-mommy,3.0
ingridgoeswest,feast-2014,5.0
ingridgoeswest,good-will-hunting,4.5
ingridgoeswest,the-diary-of-a-teenage-girl,3.5
ingridgoeswest,crimson-peak,3.5
ingridgoeswest,full-metal-jacket,4.0
ingridgoeswest,jason-bourne,2.0
ingridgoeswest,the-fault-in-our-stars,4.0
ingridgoeswest,song-of-the-sea,4.0
ingridgoeswest,dead-poets-society,4.0
ingridgoeswest,matilda,4.5
ingridgoeswest,romeo-juliet-1996,4.5
ingridgoeswest,the-texas-chain-saw-massacre,5.0
ingridgoeswest,american-psycho,5.0
ingridgoeswest,eternal-sunshine-of-the-spotless-mind,4.0
ingridgoeswest,10-cloverfield-lane,4.0
ingridgoeswest,before-midnight,5.0
ingridgoeswest,before-sunset,5.0
ingridgoeswest,frank-2014,3.5
ingridgoeswest,the-truman-show,4.5
ingridgoeswest,the-royal-tenenbaums,5.0
ingridgoeswest,inside-out-2015,5.0
ingridgoeswest,room-2015,4.0
ingridgoeswest,the-spectacular-now,4.0
ingridgoeswest,the-sixth-sense,4.5
ingridgoeswest,mary-and-max,4.5
ingridgoeswest,frances-ha,5.0
ingridgoeswest,no-country-for-old-men,5.0
ingridgoeswest,before-sunrise,5.0
ingridgoeswest,little-miss-sunshine,5.0
ingridgoeswest,like-crazy,0.5
ingridgoeswest,john-mulaney-new-in-town,5.0
ingridgoeswest,v-for-vendetta,4.0
ingridgoeswest,american-beauty,4.5
ingridgoeswest,amelie,5.0
ingridgoeswest,toy-story-3,5.0
ingridgoeswest,bo-burnham-words-words-words,4.0
ingridgoeswest,sinister,4.0
ingridgoeswest,the-central-park-five,4.0
ingridgoeswest,bo-burnham-what,4.5
ingridgoeswest,mulholland-drive,5.0
ingridgoeswest,spirited-away,5.0
ingridgoeswest,kubo-and-the-two-strings,4.0
ingridgoeswest,curious-george,5.0
ingridgoeswest,robots,5.0
ingridgoeswest,charlottes-web-2006,4.0
ingridgoeswest,the-twilight-saga-breaking-dawn-part-1,4.5
ingridgoeswest,the-twilight-saga-eclipse,3.0
ingridgoeswest,the-twilight-saga-breaking-dawn-part-2,4.5
ingridgoeswest,the-twilight-saga-new-moon,3.0
ingridgoeswest,man-on-fire-2004,4.5
ingridgoeswest,the-equalizer,3.0
ingridgoeswest,maleficent,3.0
ingridgoeswest,we-bought-a-zoo,4.0
ingridgoeswest,chef,4.0
ingridgoeswest,the-avengers-2012,4.0
ingridgoeswest,under-the-skin-2013,2.5
ingridgoeswest,closer,4.0
ingridgoeswest,the-danish-girl,0.5
ingridgoeswest,orphan,4.0
ingridgoeswest,the-purge,2.0
ingridgoeswest,joy-2015,3.5
ingridgoeswest,avatar,4.0
ingridgoeswest,morgan-2016,2.0
ingridgoeswest,the-terminator,4.0
ingridgoeswest,22-jump-street,5.0
ingridgoeswest,the-breakfast-club,3.0
ingridgoeswest,13-going-on-30,5.0
ingridgoeswest,21-jump-street,5.0
ingridgoeswest,national-lampoons-christmas-vacation,4.5
ingridgoeswest,cabin-fever,3.0
ingridgoeswest,the-matrix,5.0
ingridgoeswest,thor,2.0
ingridgoeswest,iron-man-2008,4.0
ingridgoeswest,captain-america-the-first-avenger,2.0
ingridgoeswest,sling-blade,3.0
ingridgoeswest,spider-man-3,4.5
ingridgoeswest,monsters-inc,4.5
ingridgoeswest,monsters-university,3.0
ingridgoeswest,harry-potter-and-the-philosophers-stone,4.5
ingridgoeswest,home-alone,4.5
ingridgoeswest,finding-dory,3.0
ingridgoeswest,28-days-later,3.5
ingridgoeswest,the-emperors-new-groove,4.0
ingridgoeswest,crazy-stupid-love,4.0
ingridgoeswest,back-to-the-future,5.0
ingridgoeswest,the-cabin-in-the-woods,4.5
ingridgoeswest,the-gift-2015-1,3.5
ingridgoeswest,a-fistful-of-dollars,4.0
ingridgoeswest,begin-again,4.5
ingridgoeswest,jumanji,3.5
ingridgoeswest,happy-feet,5.0
ingridgoeswest,sin-city,4.0
ingridgoeswest,thelma-louise,5.0
ingridgoeswest,oceans-eleven-2001,5.0
ingridgoeswest,the-perks-of-being-a-wallflower,4.0
ingridgoeswest,the-proposal-2009,3.5
ingridgoeswest,garden-state,4.0
ingridgoeswest,beetlejuice,4.0
ingridgoeswest,elf,4.0
ingridgoeswest,home-alone-2-lost-in-new-york,2.0
ingridgoeswest,carrie-1976,4.0
ingridgoeswest,the-green-mile,4.0
ingridgoeswest,gladiator-2000,4.0
ingridgoeswest,my-girl,4.0
ingridgoeswest,iron-man-3,4.0
ingridgoeswest,one-flew-over-the-cuckoos-nest,3.0
ingridgoeswest,the-visit-2015,3.5
ingridgoeswest,horror-2015,0.5
ingridgoeswest,where-the-wild-things-are,5.0
ingridgoeswest,jennys-wedding,1.0
ingridgoeswest,now-you-see-me,2.0
ingridgoeswest,were-the-millers,3.0
ingridgoeswest,the-lego-movie,4.0
ingridgoeswest,christian-mingle,0.5
ingridgoeswest,let-me-in,4.0
ingridgoeswest,enchanted,4.0
ingridgoeswest,would-you-rather,3.0
ingridgoeswest,high-school-musical,3.0
ingridgoeswest,high-school-musical-2,4.0
ingridgoeswest,warm-bodies,4.0
ingridgoeswest,the-parent-trap-1998,4.5
ingridgoeswest,mean-girls,4.5
ingridgoeswest,easy-a,3.5
ingridgoeswest,the-giver,1.5
ingridgoeswest,up,4.5
ingridgoeswest,hugo,4.5
ingridgoeswest,super-8,4.5
ingridgoeswest,die-hard,4.5
ingridgoeswest,return-of-the-jedi,5.0
ingridgoeswest,star-wars,4.0
ingridgoeswest,indiana-jones-and-the-temple-of-doom,3.5
ingridgoeswest,raiders-of-the-lost-ark,4.0
ingridgoeswest,how-to-train-your-dragon,4.5
ingridgoeswest,zodiac,5.0
ingridgoeswest,terminator-2-judgment-day,4.5
ingridgoeswest,insidious,4.5
ingridgoeswest,a-nightmare-on-elm-street,4.5
ingridgoeswest,knock-knock-2015,3.0
ingridgoeswest,nymphomaniac-volume-i,3.5
ingridgoeswest,pretty-woman,3.0
ingridgoeswest,silver-linings-playbook,4.5
ingridgoeswest,the-way-way-back,3.0
ingridgoeswest,footloose,4.0
ingridgoeswest,footloose-2011,1.0
ingridgoeswest,surfs-up,5.0
ingridgoeswest,prisoners,4.5
ingridgoeswest,kill-bill-vol-1,5.0
ingridgoeswest,black-swan,5.0
ingridgoeswest,fight-club,4.5
ingridgoeswest,se7en,4.0
ingridgoeswest,bo-burnham-make-happy,5.0
ingridgoeswest,coraline,5.0
ingridgoeswest,heathers,5.0
ingridgoeswest,carol-2015,5.0
ingridgoeswest,scott-pilgrim-vs-the-world,4.5
ingridgoeswest,suicide-squad-2016,1.0
ingridgoeswest,moonrise-kingdom,5.0
ingridgoeswest,mr-nobody,2.5
ingridgoeswest,eyes-wide-shut,5.0
ingridgoeswest,short-term-12-2013,4.5
ingridgoeswest,fantastic-mr-fox,5.0
ingridgoeswest,brokeback-mountain,5.0
ingridgoeswest,beginners,5.0
ingridgoeswest,500-days-of-summer,2.0
ingridgoeswest,ferris-buellers-day-off,5.0
ingridgoeswest,green-room,4.5
ingridgoeswest,comet,4.5
ingridgoeswest,requiem-for-a-dream,4.5
ingridgoeswest,a-clockwork-orange,3.5
ingridgoeswest,boyhood,5.0
ingridgoeswest,her,3.5
ingridgoeswest,gone-girl,5.0
ingridgoeswest,ex-machina-2015,5.0
ingridgoeswest,inglourious-basterds,5.0
ingridgoeswest,me-and-earl-and-the-dying-girl,4.5
ingridgoeswest,donnie-darko,5.0
ingridgoeswest,guardians-of-the-galaxy,3.0
ingridgoeswest,the-grand-budapest-hotel,5.0
ingridgoeswest,star-wars-the-force-awakens,4.0
ingridgoeswest,mad-max-fury-road,5.0
ingridgoeswest,stardust-2007,3.5
jrmortz,inglourious-basterds,4.0
jrmortz,avengers-endgame,1.0
jrmortz,the-shining,3.0
jrmortz,the-wolf-of-wall-street,4.0
jrmortz,avengers-infinity-war,2.0
jrmortz,whiplash-2014,4.0
jrmortz,once-upon-a-time-in-hollywood,4.0
jrmortz,the-grand-budapest-hotel,5.0
jrmortz,dune-2021,5.0
jrmortz,interstellar,5.0
jrmortz,the-dark-knight,5.0
jrmortz,spider-man-no-way-home,2.0
jrmortz,inception,3.0
jrmortz,pulp-fiction,4.0
jrmortz,fight-club,4.0
jrmortz,the-batman,5.0
jrmortz,knives-out-2019,5.0
jrmortz,joker-2019,4.0
jrmortz,rogue-one-a-star-wars-story,5.0
jrmortz,the-martian,4.0
jrmortz,my-neighbor-totoro,5.0
jrmortz,the-lord-of-the-rings-the-two-towers,5.0
jrmortz,batman-begins,4.0
jrmortz,finding-nemo,4.0
jrmortz,encanto,3.0
jrmortz,spider-man-2,2.0
jrmortz,logan-2017,5.0
jrmortz,the-suicide-squad,4.0
jrmortz,the-lord-of-the-rings-the-return-of-the-king,5.0
jrmortz,avengers-age-of-ultron,1.0
jrmortz,shang-chi-and-the-legend-of-the-ten-rings,3.0
jrmortz,alien,4.0
jrmortz,captain-marvel,3.0
jrmortz,the-incredibles,3.0
jrmortz,reservoir-dogs,4.0
jrmortz,a-clockwork-orange,4.0
jrmortz,harry-potter-and-the-philosophers-stone,2.0
jrmortz,the-dark-knight-rises,3.0
jrmortz,black-widow-2021,1.0
jrmortz,ex-machina-2015,4.0
jrmortz,titanic-1997,1.0
jrmortz,the-breakfast-club,4.0
jrmortz,star-wars-the-last-jedi,1.0
jrmortz,toy-story,3.0
jrmortz,spider-man,2.0
jrmortz,blade-runner,5.0
jrmortz,harry-potter-and-the-prisoner-of-azkaban,4.0
jrmortz,jurassic-park,2.0
jrmortz,the-french-dispatch,5.0
jrmortz,fantastic-mr-fox,5.0
jrmortz,captain-america-the-winter-soldier,1.0
jrmortz,2001-a-space-odyssey,5.0
jrmortz,walle,4.0
jrmortz,iron-man-2008,3.0
jrmortz,it-2017,3.0
jrmortz,donnie-darko,4.0
jrmortz,guardians-of-the-galaxy-vol-2,1.0
jrmortz,up,4.0
jrmortz,captain-america-civil-war,2.0
jrmortz,star-wars-the-force-awakens,4.0
jrmortz,the-empire-strikes-back,3.0
jrmortz,doctor-strange-2016,2.0
jrmortz,back-to-the-future,3.0
jrmortz,inside-out-2015,3.0
jrmortz,ratatouille,4.0
jrmortz,the-shawshank-redemption,3.0
jrmortz,the-lord-of-the-rings-the-fellowship-of-the-ring,5.0
jrmortz,deadpool,4.0
jrmortz,the-avengers-2012,3.0
jrmortz,spider-man-far-from-home,2.0
jrmortz,blade-runner-2049,4.0
jrmortz,star-wars,3.0
jrmortz,doctor-strange-in-the-multiverse-of-madness,1.0
jrmortz,mad-max-fury-road,4.0
jrmortz,spider-man-homecoming,3.0
jrmortz,scott-pilgrim-vs-the-world,5.0
jrmortz,thor-ragnarok,3.0
jrmortz,kill-bill-vol-1,4.0
jrmortz,arrival-2016,5.0
jrmortz,forrest-gump,2.0
jrmortz,se7en,3.0
jrmortz,django-unchained,5.0
jrmortz,guardians-of-the-galaxy,4.0
jrmortz,the-matrix,4.0
jrmortz,jojo-rabbit,5.0
